FIPS,COUNTY,STATE,ADDRESS,DROPBOXES NAME,TIME & INSTRUCTIONS,ObjectId,x,y
13001,Appling,GA,"83 South Oak Street Baxley, GA 31513",Elections Office,On curb outside office so driver doesn't have to get out of car 24/7,1,-82.3449200214441,31.775969994085
13001,Appling,GA,"69 Tippins Street Baxley, GA 31513",Courthouse Annex,"Outside, 24/7",2,-82.3497899916186,31.7777099930827
13003,Atkinson,GA,"636 Austin Avenue E Pearson, GA 31602",Elections Office,Note: This Dropbox may not be open 24/7,3,-82.8428599716271,31.2930600118309
13005,Bacon,GA,"232 W 12th Street Alma, GA 31510",Elections Office,24/7,4,-85.1819720807865,32.8812368754209
13007,Baker,GA,"167 Baker Place Newton, GA 39870",Elections Office,24/7 outside the courthouse,5,-84.3415715630215,31.3168822343346
13009,Baldwin,GA,"1601 N. Columbia, Suite 110 Milledgeville, GA 31061",Elections Office,"Installed outside the new office, 24/7",6,-83.2430400252956,33.0988299907239
13009,Baldwin,GA,"121 N Wilkinson St, Suite 102 Milledgeville, GA 31061",Courthouse,No Information Avaliable,7,-83.2285199705552,33.0816099991088
13011,Banks,GA,"226 Candler Street Homer, GA 30547",Banks Elections office dropoff,"24/7, Candler runs off the main road through Homer, go up the hill and will see the office",8,-83.4975000205592,34.3354300199686
13013,Barrow,GA,"233 E. Broad St Winder, GA 30680","Elections Office, Administration Annex","24/7, outside the office. Ballots and applications may also be dropped off at this location inside the office, M-F, 8-5.",9,-84.2615199670567,33.2501499977304
13015,Bartow,GA,"1300 Joe Frank Harris Pkwy Cartersville, GA 30120",Elections Office,"24/7; Ballots and applications may also be dropped off at this location inside the office, M-F, 8-5",10,-84.8138299701106,34.2061400017314
13015,Bartow,GA,"135 W Cherokee Ave Cartersville, GA 30120",Bartow County Courthouse,24/7,11,-84.7989599712613,34.1657699893566
13015,Bartow,GA,"6503 Glade Rd SE Acworth, GA 30102",Allatoona Resource Center,24/7,12,-84.6804210882143,34.1137299551974
13015,Bartow,GA,"30 Burge's Mill Rd Euharlee, GA 30145",Euharlee City Hall,24/7,13,-84.9367499933922,34.1471300197127
13015,Bartow,GA,"163 Manning Mill Road Adairsville, GA 30103",Manning Hill Gym,24/7,14,-85.1852117713154,34.6380738921338
13017,Ben Hill,GA,"115 W Pine St Fitzgerald, GA 31750",Elections Office,"Can drop off in the Elections office, M-F 9-5 Note: This Dropbox may not be open 24/7",15,-83.2522600000969,31.714970000017
13019,Berrien,GA,"201 N Davis St, Room 142 Nashville, GA 31639",Elections Office,M-F 8-4:30 Can call ahead and someone will come pick up from them or can leave with security officer who will all for someone to come pick up the ballot Note: This Dropbox may not be open 24/7,16,-83.2500458334829,31.2079499129027
13021,Bibb,GA,"2525 Pio Nono Avenue, Suite 1200 Macon, GA 31206",Elections Office,Inside the office there is a separate box for applications and one for ballots; M-F 8:30-5:30 Note: This Dropbox may not be open 24/7,17,-83.6629697084704,32.8126573339273
13021,Bibb,GA,"2525 Pio Nono Avenue, Suite 1200 Macon, GA 31206",Elections Office,"Outside, 24/7, ballots only",18,-83.6629697084704,32.8126573339273
13021,Bibb,GA,"639 Mulberry Street Macon, GA 31201",Courthouse Annex,24/7. Does accept applications,19,-83.628356323406,32.8383869767087
13023,Bleckley,GA,"112 N Second St Cochran, GA 31014",County Court House,In parking lot near police department - 24/7 Note: This Dropbox may not be open 24/7,20,-83.3553000276631,32.3875600016734
13025,Brantley,GA,"10305 N Main St Ste 400 Nahunta, GA 31553",Elections Office,Drop box is on the door to office. Big orange sign that says ""dropbox."" Built into the door. Drop the ballot through the slot and it goes into the locked box. Available 24/7. Note: This Dropbox may not be open 24/7,21,-81.9799768303596,31.2095061198374
13027,Brooks,GA,"610 S. Highland Rd. Quitman, GA 31643",Elections Office,24/7,22,-83.5521839762315,30.7797629902275
13029,Bryan,GA,"151 S. College St. Pembroke, GA 31321",Pembroke County Courthouse,24/7 (Now open),23,-83.3659573599195,30.989552461121
13029,Bryan,GA,"66 Matthew Freeman Dr. Richmond Hill, GA 31324",Richmond Hill Center at Bryan County Administration Office,24/7 (Now open),24,-81.2601141492698,31.8810096675787
13031,Bulloch,GA,"113 North Main Street, Suite 201 Statesboro, GA 30458",Elections Office (1),"Located in lobby of annex building. These are boxes that they have bolted to a table in the back of the annex building. Available during hours building is open, M-F, 8-5 Note: This Dropbox may not be open 24/7",25,-82.0296100074486,31.6651500025978
13031,Bulloch,GA,"113 North Main Street, Suite 201 Statesboro, GA 30458",Elections Office (2),"Located in parking lot of office, 24/7",26,-82.0296100074486,31.6651500025978
13033,Burke,GA,"602 North Liberty Street, Room 104 Waynesboro, GA 30830",Elections Office,"M-F 9-5 and early voting day Oct 24, 9 - 4 Note: This Dropbox may not be open 24/7",27,-82.0155050246751,33.0905580159943
13035,Butts,GA,"625 West Third Street Jackson, GA 30233",Elections Office,"Outside, just in front of building. 24/7",28,-83.9732199643231,33.2935599999943
13037,Calhoun,GA,"31 Court Street, Suite A Morgan, GA 39866",Courthouse,Located on south side of courthouse wall.,29,-84.5997610246799,31.5376639791567
13039,Camden,GA,"200 E 4th St Woodbine, GA 31569",Elections Office,M-F 8-5 (walk inside office) Note: This Dropbox may not be open 24/7,30,-81.3081999684004,32.3666699938079
13039,Camden,GA,"107 Gross Rd Kingsland, GA 31548",Satellite Office,"M-F 9-5, closed 12:30-1:30 (walk inside office) Note: This Dropbox may not be open 24/7",31,-81.6453802773699,30.7880954353706
13043,Candler,GA,"1075 E Hiawatha Street, Ste A Metter, GA 30439",Elections Office,"M-F, 9-5 Note: This Dropbox may not be open 24/7",32,-82.0383599594387,32.3916800005125
13045,Carroll,GA,"423 College Street, Room 302 Carrollton, GA 30117",Elections Office,Back of the building,33,-84.7969499908131,31.771840020774
13045,Carroll,GA,"42 Community Square Blvd Villa Rica, GA 30180",City Hall,"Located in the drive through lane of the Customer Service Building behind City Hall, 24/7",34,-84.9328000211379,33.7323499910715
13047,Catoosa,GA,"5238 Evitt Street Ringgold, GA 30736",Office Building,"Located outside the office, 24/7",35,-85.1065919946919,34.9154800153846
13049,Charlton,GA,"1520 Third Street, Suite C Folkston, GA 31537",Elections Office,"M-F, 9-5 Note: This Dropbox may not be open 24/7",36,-82.0046300081674,30.8318900041397
13051,Chatham,GA,"1117 Eisenhower Drive, Ste E Savannah, GA 31406",Elections Office,No Information Avaliable,37,-81.0997759832145,32.0054110149462
13051,Chatham,GA,"900 E. Bolton St. Savannah, GA 31401",W.W. Law Center,No Information Avaliable,38,-81.0826088358769,32.0628386779525
13051,Chatham,GA,"54 Johnny Mercer Blvd. Savannah, GA 31410",Whitemarsh Island Chatham Police Precinct,No Information Avaliable,39,-81.00741998314,32.0355170092744
13051,Chatham,GA,"1401 Mills B Lane Blvd. Savannah, GA 31405",Liberty City Community Center,No Information Avaliable,40,-81.1286849997494,32.0508009905152
13051,Chatham,GA,"14097 Abercorn St. Savannah, GA 31419",Southwest Chatham Library,No Information Avaliable,41,-81.175934961661,31.9855410006102
13051,Chatham,GA,"17 Minus Ave. Savannah, GA 31408",UGA Extension,No Information Avaliable,42,-81.1502499600533,32.1020549875097
13051,Chatham,GA,"301 W. Oglethorpe Ave. Savannah, GA 31401",Civic Center,Montgomery Street side,43,-81.0969409720431,32.0767330060731
13051,Chatham,GA,"905 Collat Ave. Savannah, GA 31415",Civic Center,No Information Avaliable,44,-81.1267219580715,32.0726179948406
13051,Chatham,GA,"100 Hwy 80 SW Pooler, GA 31322",Pooler City Hall,No Information Avaliable,45,-81.2486622553479,32.1161238093001
13053,Chattahoochee,GA,"215 McNaughton St Cusseta, GA 31805",Office Building,No Information Avaliable,46,-84.7649799865071,32.3078299978608
13055,Chattooga,GA,"10017 Commerce St. Summerville, GA 30747",Registrar's Office,Applications and Ballots accepted. Hours are 8:30 to 5 now during early voting Note: This Dropbox may not be open 24/7,47,-85.348240156288,34.4801563635036
13057,Cherokee,GA,"2780 Marietta Hwy Canton, GA 30114",County Tax Assessors Office,"Dropbox located outside and behind the Tax Assessor’s building, 24/7; Ballots and Applications accepted inside office, 8:30-5; Office hours during the week before Nov 3 will be M-F 8-7. October 24: 9-4",48,-84.5053210319609,34.2100590019887
13057,Cherokee,GA,"7545 Main St Building 200 Woodstock, GA 30188",Cherokee County South Annex Complex,"Located B/T Rec Center and Police Dept, 24/7",49,-84.511874003905,34.114384984024
13057,Cherokee,GA,"400 East Main Street Canton, GA 30114",Old Board of Elections Office,No Information Avaliable,50,-83.3659300412534,30.9912299837612
13059,Clarke,GA,"155 East Washington Street Athens, GA 30601",Board of Elections Office,"Dropbox outside available 24/7, may drop off applications and ballots inside M-F, 8-5 Note: This Dropbox may not be open 24/7",51,-83.3767209871286,33.9593789933802
13059,Clarke,GA,"2025 Baxter Street Athens, GA 30603",Athens-Clarke County Library,24/7,52,-83.4036569870926,33.9449500075913
13059,Clarke,GA,"775 E. Broad St. Athens, GA 30605",Athens-Clarke County Multimodal Transportation Center,24/7,53,-84.6583099594042,32.0898899956643
13059,Clarke,GA,"2350 Barnett Shoals Rd Athens, GA 30605",Fire Station #7,24/7,54,-83.3442110207767,33.9176649852797
13059,Clarke,GA,"275 Cleveland Road Bogart, GA 30622",ACC Extension,24/7,55,-83.4734319729881,33.9456799878708
13059,Clarke,GA,"125 S. Church Street Winterville, GA 30683",City Hall,"Front of building, 24/7",56,-84.5162800346594,32.3151999952836
13061,Clay,GA,"210 S. Washington St. Suite 4 Fort Gaines, GA 39851",The Courthouse (Office of Election Superindendent),"Drop box on front porch, 24/7 May also walk in or mail apps and ballots, 8-4:30 Note: This Dropbox may not be open 24/7",57,-83.3802699685081,30.9868299871298
13061,Clay,GA,"103 W. Commerce St. Fort Gaines, GA 39851",Registrar's Office,May walk in apps and ballots. 8-4:30 Note: This Dropbox may not be open 24/7,58,-85.0499389391034,31.6064684519442
13061,Clay,GA,"210 South Washington Street, Suite 1 Fort Gaines, GA 39851",Courthouse,"24/7, Drop box on front porch of courthouse.",59,-83.3802699685081,30.9868299871298
13063,Clayton,GA,"121 S. McDonough Street, Annex II Jonesboro, GA 30236",Clayton County Board of Elections & Registration,Side of Courthouse near Handicap Parking,60,-84.3533800099578,33.521153984399
13063,Clayton,GA,"3499 Rex Road Rex, GA 30273",Carl Rhodenizer Recreation Center,No Information Avaliable,61,-84.2761629840915,33.5870230028145
13063,Clayton,GA,"1475 East Fayetteville Road Riverdale, GA 30274",Virginia Burton Gray Recreation Center,No Information Avaliable,62,-84.4375109418661,33.5900643014591
13063,Clayton,GA,"6213 Riverdale Road Riverdale, GA 30274",Frank Bailey Senior Center,No Information Avaliable,63,-84.4210298504873,33.5854151639542
13063,Clayton,GA,"2300 Highway 138 SE Jonesboro, GA 30236",J. Charley Griswell Senior Center,No Information Avaliable,64,-83.7874700336268,33.7691400078569
13063,Clayton,GA,"1837 McDonough Road Hampton, GA 30228",South Clayton Recreation Center,No Information Avaliable,65,-84.3315243197937,33.4483020979949
13063,Clayton,GA,"4812 West Street Forest Park , GA 30297",Forest Park Branch Library,No Information Avaliable,66,-84.3681759966108,33.6234430011193
13063,Clayton,GA,"865 Battle Creek Road Jonesboro, GA 30236",Lee Headquarters Library,No Information Avaliable,67,-84.363362018428,33.5533350022162
13065,Clinch,GA,"25 Court Square, Suite A Homerville, GA 31634",Board of Elections office,"Office open 9-5, applications and ballots may be dropped off inside. Office closed 12-1 for lunch but applications and ballots may be dropped through the slot at the door during open office hours only. There is a slot where ballots can be dropped off through the door but only during office hours which have not changed. Note: This Dropbox may not be open 24/7",68,-82.7482226675492,31.0369894340184
13067,Cobb,GA,"4400 Lower Roswell Rd Marietta, GA 30068",East Cobb Government Service Center,No Information Avaliable,69,-84.4230099880035,33.9620500125097
13067,Cobb,GA,"4700 Austell Rd Austell, GA 30106",South Cobb Government Service Center,No Information Avaliable,70,-84.6109808945437,33.8400697795203
13067,Cobb,GA,"3535 Old 41 Hwy NW Kennesaw, GA 30144",North Cobb Regional Library,No Information Avaliable,71,-84.6514173542141,34.0392717490942
13067,Cobb,GA,"736 Whitlock Avenue Marietta, GA 30064",Elections Main Office,No Information Avaliable,72,-84.5735608662062,33.9519890934357
13067,Cobb,GA,"1750 Dennis Kemp Ln NW Kennesaw, GA 30152",West Cobb Regional Library,No Information Avaliable,73,-84.7027257860018,33.9987177411594
13067,Cobb,GA,"2380 N. Cobb Pkwy Kennesaw, GA 30152",Cobb Fire Station 8,No Information Avaliable,74,-84.6085993089102,34.009803258455
13067,Cobb,GA,"2051 Lower Roswell Rd Marietta, GA 30068",Sewell Mill Library & Cultural Center,No Information Avaliable,75,-84.4924533392524,33.9495607654133
13067,Cobb,GA,"1901 Cumberland Pkwy SE Atlanta, GA 30339",Cobb County Fire Station 4,No Information Avaliable,76,-84.4851581711357,33.8487547610739
13067,Cobb,GA,"1885 Roswell St SE Smyrna , GA 30080",Windy Hill Community Center,No Information Avaliable,77,-84.4993500299804,33.8949222882697
13067,Cobb,GA,"4640 Dallas Hwy Marietta, GA 30064",Cobb County Fire Station 13,No Information Avaliable,78,-84.6877625312462,33.9449134985388
13067,Cobb,GA,"1060 Al Bishop Dr., SW Marietta, GA 30008",Cobb County Animal Services,No Information Avaliable,79,-84.5848097229075,33.903175926902
13067,Cobb,GA,"880 Shaw Park Road Marietta, GA 30066",Gritters Library,No Information Avaliable,80,-84.5241326900549,34.0252645341121
13067,Cobb,GA,"3320 Sandy Plains Road Marietta, GA 30066",Mountain View Library,No Information Avaliable,81,-84.466922504717,34.0313038389972
13067,Cobb,GA,"875 Riverside Pkwy Austell, GA 30168",South Cobb Recreation Center,No Information Avaliable,82,-84.5886504779896,33.7372281056877
13067,Cobb,GA,"805 Clay Street Mableton, GA 30126",South Cobb Regional Library,No Information Avaliable,83,-83.699209365796,33.3014294581251
13067,Cobb,GA,"4181 Atlanta Street Powder Springs, GA 30127",Powder Springs Library,No Information Avaliable,84,-84.6760700002193,33.857399999942
13069,Coffee,GA,"224 West Ashley Street Douglas, GA 31533",Dropbox is outside front of building-24/7 Note: This Dropbox may not be open 24/7,,85,-81.5478664878022,30.7322672732187
13071,Colquitt,GA,"101 E Central Ave Moultrie, GA 31768",Colquitt County Courthouse Annex,Back of Annex,86,-83.2790699709181,30.8319700096349
13073,Columbia,GA,"500 Faircloth Dr. Bldg E Evans, GA 30809",Elections Office,"May walk ballot inside office during business hours, and until 7pm on Election Day. Ballots can also be dropped at early voting locations when open: 1) Building G3, 610 Ronald Reagan Dr., Evans, and 2) former Euchee Creek Library, 5907 Euchee Creek Dr., Grovetown",87,-82.1362352652127,33.5452762919072
13073,Columbia,GA,"610 Ronald Reagan Dr. Evans, GA 30809",Building G3,May drop off ballot at this early voting location when open Note: This Dropbox may not be open 24/7,88,-82.1360379655319,33.5435570094989
13073,Columbia,GA,"5907 Euchee Creek Dr. Grovetown, GA 30813",Former Euchee Creek Library,May drop off ballot at this early voting location when open Note: This Dropbox may not be open 24/7,89,-82.2648099783919,33.4763138152639
13075,Cook,GA,"1200 South Hutchinson Avenue Adel, GA 31620",Elections Office,"Blue box close to door, Outside administration bldg 24/7",90,-83.4168299866235,31.1210799965256
13077,Coweta,GA,"22 East Broad Street Newnan, GA 30263",Coweta County Administration Building,"East Broad Street Side, top of the entrance “A” ramp.",91,-84.7984429746457,33.3745000155596
13079,Crawford,GA,"640 Hwy 128 Roberta, GA 31078","Old Tech Building, Main door",No Information Avaliable,92,-84.5271699712856,32.6726999847532
13081,Crisp,GA,"210 S 7th St Cordele, GA 31015",Elections Office,"Outside main entrance on the main walkway, not in the basement area with the Elections Office, 24/7",93,-83.3409504183663,32.3842851426658
13083,Dade,GA,"71 Case Ave Trenton, GA 30752",Dade County Administrative Building,"Beside door of elections office 24/7, additional drive-thru dropbox in the parking lot 24/7",94,-85.5109299743148,34.8719799917126
13085,Dawson,GA,"96 Academy Avenue Dawsonville, GA 30534",Office Building,"On the right side of building on the curb, 24/7",95,-84.1230400298044,34.4201700131204
13087,Decatur,GA,"122 W Water St Bainbridge, GA 39817",County Elections Office,"Outside the office, 24/7",96,-84.5766885332258,30.9065868171425
13089,DeKalb,GA,"2538 Panola Rd Lithonia, GA 30058",Lou Walker Senior Center,No Information Avaliable,97,-84.164075983773,33.7142180064369
13089,DeKalb,GA,"509 N. McDonough St. Decatur, GA 30030",Decatur City Hall,No Information Avaliable,98,-84.2961710059045,33.7737800197692
13089,DeKalb,GA,"2861 Wesley Chapel Rd. Decatur, GA 30034",Wesley Chapel - Wm. C. Brown Library,No Information Avaliable,99,-84.2211750169675,33.7043660014226
13089,DeKalb,GA,"951 N. Indian Creek Dr. Clarkston, GA 30021",Clarkston Library,No Information Avaliable,100,-84.2387000001138,33.804940000153
13089,DeKalb,GA,"5234 LaVista Rd Tucker, GA 30084",Tucker- Reid H. Cofer Library,No Information Avaliable,101,-84.2085650302528,33.8572960035966
13089,DeKalb,GA,"1282 McConnell Dr. Decatur, GA 30033",Toco Hills-Avia G. Williams,No Information Avaliable,102,-84.3069829903236,33.8092360149091
13089,DeKalb,GA,"4331 River Rd. Ellenwood, GA 30294",County Line-Ellenwood Library,No Information Avaliable,103,-84.2345299873272,33.6550130201432
13089,DeKalb,GA,"1975 Lakeside Pkwy, Suite 350 Tucker, GA 30084",City of Tucker,No Information Avaliable,104,-84.2393349967302,33.8421840188484
13089,DeKalb,GA,"3725 Park Ave Atlanta, Ga 30340",Doraville City Hall,No Information Avaliable,105,-84.2782939990496,33.9009370117781
13089,DeKalb,GA,"4800 Ashford Dunwoody Rd. Dunwoody, Ga 30338",Dunwoody City Hall,No Information Avaliable,106,-84.3387820030102,33.9369200185465
13089,DeKalb,GA,"875 Main Street Stone Mtn, Ga 30083",Stone Mtn. City Hall,No Information Avaliable,107,-83.1707000097007,32.1886499792329
13089,DeKalb,GA,"2771 Columbia Dr. Decatur, Ga 30034",Exchange Park,No Information Avaliable,108,-84.2574280052919,33.7020119856798
13089,DeKalb,GA,"4362 Peachtree Rd. NE Brookhaven, Ga 30319",Brookhaven City Hall,No Information Avaliable,109,-84.3337319906899,33.8706249898168
13089,DeKalb,GA,"4380 Memorial Dr. Decatur, Ga 30032",Voter Registration and Elections Bldg.,No Information Avaliable,110,-84.2467119932845,33.7779410063188
13089,DeKalb,GA,"5605 Rockbridge Road Stone Mountain, GA 30087",Wade Walker Family YMCA,No Information Avaliable,111,-84.1674679719802,33.7833260018086
13089,DeKalb,GA,"7136 Rockbrdige Road Stone Mountain, GA 30087",Dekalb County Fire Station #25,No Information Avaliable,112,-84.1700899997843,33.8047300001114
13089,DeKalb,GA,"3921 Church Street Clarkston, GA 30021",Clarkston City Hall,No Information Avaliable,113,-84.2393859590546,33.8089180060223
13089,DeKalb,GA,"5137 Salem Road Lithonia, GA 30038",Salem - Panola Library,No Information Avaliable,114,-84.1780679782468,33.6779620002889
13089,DeKalb,GA,"2418 Gresham Road Atlanta, GA 30316",Dekalb County Library - Gresham Branch,No Information Avaliable,115,-84.2822970850934,33.1332424838873
13089,DeKalb,GA,"1569 Wellborn Road Lithonia, GA 30058",Redan-Trotti Library,No Information Avaliable,116,-84.1422500107769,33.7456760012328
13089,DeKalb,GA,"6920 Main St Lithonia, GA 30058",Lithonia City Hall,No Information Avaliable,117,-84.1082639920389,33.7107870000637
13089,DeKalb,GA,"100 clarendon Avenue Avondale Estates, GA 30002",Fire Station 3,No Information Avaliable,118,-84.2673201561825,33.7680823616277
